Local time in East Rockland Key (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
28.01.2022 21:53;22.0;762.6;762.8;78;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 690 m, broken clouds (60-90%) 1500 m, overcast (100%) 1800 m;16.0;18.0
28.01.2022 20:53;21.0;762.3;762.5;83;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 2400 m;16.0;18.0
28.01.2022 19:53;21.0;762.1;762.3;83;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 600 m, overcast (100%) 2550 m;16.0;18.0
28.01.2022 18:53;21.0;761.5;761.7;83;Wind blowing from the north-west;4;;;;Overcast (100%) 2550 m;16.0;18.0
28.01.2022 17:53;21.0;761.3;761.5;83;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 600 m;16.0;18.0
28.01.2022 16:53;22.0;761.0;761.2;78;Wind blowing from the north-west;5;;;;No clouds;16.0;18.0
28.01.2022 15:53;22.0;761.0;761.2;78;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 630 m;16.0;18.0
28.01.2022 15:33;23.0;761.3;761.5;74;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 630 m;16.0;18.0
28.01.2022 15:00;23.0;761.3;761.5;74;Wind blowing from the north-west;6;;;;Broken clouds (60-90%) 570 m;16.0;18.0
28.01.2022 14:53;24.0;761.3;761.5;74;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 570 m;16.0;19.0
28.01.2022 13:53;24.0;761.5;761.7;69;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 570 m;16.0;18.0
28.01.2022 12:53;23.0;762.1;762.3;74;Wind blowing from the north-west;6;;;;Few clouds (10-30%) 570 m;16.0;18.0
28.01.2022 11:53;23.0;762.6;762.8;74;Wind blowing from the north-northwest;6;;;;Few clouds (10-30%) 540 m;16.0;18.0
28.01.2022 10:53;22.0;763.1;763.3;78;Wind blowing from the north-northwest;7;;;;Few clouds (10-30%) 510 m;16.0;18.0
28.01.2022 9:53;22.0;762.8;763.0;78;Wind blowing from the west-northwest;5;;;;No clouds;16.0;18.0
28.01.2022 8:53;22.0;762.8;763.0;78;Wind blowing from the north-west;5;;;;No clouds;16.0;18.0
28.01.2022 7:53;21.0;762.6;762.8;78;Wind blowing from the north-west;3;;;;No clouds;16.0;17.0
28.01.2022 6:53;20.0;762.1;762.3;83;Wind blowing from the north-west;3;;;;No clouds;16.0;17.0
28.01.2022 5:53;20.0;761.8;762.0;83;Wind blowing from the west-northwest;4;;;;No clouds;16.0;17.0
28.01.2022 4:53;20.0;762.1;762.3;88;Wind blowing from the north-west;3;;;;Few clouds (10-30%) 570 m;16.0;18.0
28.01.2022 3:53;20.0;762.1;762.3;88;Wind blowing from the north-west;4;;;;No clouds;16.0;18.0
28.01.2022 2:53;20.0;762.1;762.3;88;Wind blowing from the north-west;4;;;;No clouds;16.0;18.0
28.01.2022 1:53;21.0;762.6;762.8;83;Wind blowing from the north-west;5;;;;No clouds;16.0;18.0
28.01.2022 0:53;21.0;763.1;763.3;83;Wind blowing from the north-northwest;4;;;;No clouds;16.0;18.0
27.01.2022 23:53;21.0;763.3;763.5;88;Wind blowing from the north-west;4;;;;No clouds;16.0;19.0
27.01.2022 22:53;21.0;763.8;764.0;88;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 390 m;16.0;19.0
27.01.2022 22:44;21.0;763.8;764.0;88;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 390 m;16.0;19.0
27.01.2022 22:26;21.0;763.8;764.0;88;Wind blowing from the north-west;4;;;;Broken clouds (60-90%) 360 m;16.0;19.0
27.01.2022 21:53;21.0;763.8;764.0;88;Wind blowing from the north-west;4;;;;Few clouds (10-30%) 330 m;16.0;19.0
27.01.2022 20:53;20.0;763.6;763.8;94;Calm, no wind;0;;;;No clouds;16.0;19.0
27.01.2022 19:53;21.0;763.1;763.3;88;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 1380 m, overcast (100%) 1650 m;16.0;19.0
27.01.2022 19:39;21.0;763.1;763.3;88;Wind blowing from the north;4;;;;Overcast (100%) 1380 m;16.0;19.0
27.01.2022 19:21;21.0;763.1;763.3;88;Wind blowing from the north;4;;;;Few clouds (10-30%) 360 m, broken clouds (60-90%) 1380 m;16.0;19.0
27.01.2022 18:53;21.0;763.1;763.3;88;Wind blowing from the north-northwest;5;;;;Overcast (100%) 360 m;16.0;19.0
27.01.2022 17:53;22.0;762.8;763.0;83;Wind blowing from the north-northwest;4;;;;Overcast (100%) 420 m;16.0;19.0
27.01.2022 16:53;22.0;762.6;762.8;88;Wind blowing from the north-northwest;6;;;;Overcast (100%) 420 m;16.0;20.0
27.01.2022 16:00;22.0;762.6;762.8;94;Wind blowing from the north-northwest;5;;;;Overcast (100%) 330 m;16.0;21.0
27.01.2022 15:53;22.0;762.6;762.8;94;Wind blowing from the north-northwest;5;;;;Overcast (100%) 270 m;16.0;21.0
27.01.2022 14:56;23.0;762.6;762.8;89;Wind blowing from the north;5;;;;Overcast (100%) 240 m;16.0;21.0
27.01.2022 14:53;23.0;762.6;762.8;89;Wind blowing from the north;5;;;;Overcast (100%) 240 m;16.0;21.0
27.01.2022 14:31;23.0;762.6;762.8;89;Wind blowing from the north;5;;;;Overcast (100%) 210 m;16.0;21.0
27.01.2022 13:53;23.0;762.8;763.0;89;Wind blowing from the north;5;;;;Overcast (100%) 180 m;16.0;21.0
27.01.2022 12:53;22.0;763.6;763.8;94;Wind blowing from the north;5;;;;Overcast (100%) 90 m;16.0;21.0
27.01.2022 12:07;23.0;763.8;764.0;89;Wind blowing from the north;5;;;;Overcast (100%) 90 m;16.0;21.0
27.01.2022 12:00;23.0;763.8;764.0;89;Wind blowing from the north-northwest;4;;;;Overcast (100%) 150 m;16.0;21.0
27.01.2022 11:53;23.0;763.8;764.0;94;Wind blowing from the north-northwest;4;;;;Broken clouds (60-90%) 90 m;16.0;22.0
27.01.2022 11:00;24.0;764.1;764.3;83;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 150 m;16.0;21.0
27.01.2022 10:53;22.0;764.1;764.3;94;Wind blowing from the north-east;3;;;;Overcast (100%) 60 m;16.0;21.0
27.01.2022 10:33;22.0;764.3;764.5;94;Wind blowing from the north-northeast;4;;;;Overcast (100%) 60 m;16.0;21.0
27.01.2022 9:53;21.0;764.3;764.5;100;Wind blowing from the north;3;;;;Broken clouds (60-90%) 150 m, overcast (100%) 3000 m;16.0;21.0
27.01.2022 9:26;21.0;763.8;764.0;100;Wind blowing from the north-east;3;;;;Scattered clouds (40-50%) 120 m, overcast (100%) 2850 m;16.0;21.0
27.01.2022 8:53;21.0;763.8;764.0;100;Wind blowing from the north-east;4;;;;Overcast (100%) 120 m;12.авг;21.0
27.01.2022 7:53;22.0;763.6;763.8;100;Wind blowing from the north-northeast;3;;Mist;;Overcast (100%) 120 m;8.0;22.0
27.01.2022 7:24;22.0;763.6;763.8;100;Wind blowing from the north;4;;;;Overcast (100%) 120 m;12.авг;22.0
27.01.2022 6:53;;;763.5;;Wind blowing from the north;3;;Haze;;Overcast (100%) 90 m;09.июн;
27.01.2022 6:21;;;763.3;;Wind blowing from the north;2;;Mist;;Overcast (100%) 60 m;04.авг;
27.01.2022 6:13;;;763.0;;Wind blowing from the north;2;;Mist;;Overcast (100%) 60 m;2.0;
27.01.2022 6:01;;;763.0;;Wind blowing from the north;2;;Mist;;Vertical visibility 60 m;01.фев;
27.01.2022 5:53;;;763.0;;Wind blowing from the north;2;;Mist;;Overcast (100%) 60 m;01.июн;
27.01.2022 5:49;;;763.0;;Wind blowing from the north-northwest;3;;Mist;;Broken clouds (60-90%) 60 m, overcast (100%) 2250 m;02.авг;
27.01.2022 5:41;;;762.8;;Wind blowing from the north-west;2;;;;Broken clouds (60-90%) 60 m, broken clouds (60-90%) 180 m, overcast (100%) 2250 m;11.фев;
27.01.2022 5:01;;;762.5;;Calm, no wind;0;;;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1440 m, overcast (100%) 2250 m;14.апр;
27.01.2022 4:53;;;762.3;;Calm, no wind;0;;;;Broken clouds (60-90%) 1500 m, overcast (100%) 2250 m;14.апр;
27.01.2022 3:53;;;762.3;;Wind blowing from the north;2;;;;No clouds;12.авг;
27.01.2022 3:37;;;762.0;;Wind blowing from the north-northeast;2;;;;Few clouds (10-30%) 360 m;14.апр;
27.01.2022 3:21;;;762.3;;Wind blowing from the north-northeast;2;;;;Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 360 m;16.0;
27.01.2022 3:05;;;762.3;;Calm, no wind;0;;;;Broken clouds (60-90%) 150 m;16.0;
27.01.2022 2:53;;;762.3;;Wind blowing from the north;2;;;;Few clouds (10-30%) 180 m, broken clouds (60-90%) 2400 m;16.0;
27.01.2022 2:13;;;762.5;;Calm, no wind;0;;;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 1650 m, overcast (100%) 2400 m;16.0;
27.01.2022 1:53;;;762.8;;Calm, no wind;0;;;;Broken clouds (60-90%) 180 m, overcast (100%) 2550 m;16.0;
27.01.2022 1:50;;;762.8;;Calm, no wind;0;;;;Scattered clouds (40-50%) 180 m, overcast (100%) 2550 m;16.0;
27.01.2022 0:53;;;762.8;;Calm, no wind;0;;;;Broken clouds (60-90%) 2700 m;16.0;
26.01.2022 23:53;;;763.0;;Wind blowing from the north;2;;;;Overcast (100%) 1800 m;16.0;
26.01.2022 22:53;23.0;762.8;763.0;100;Wind blowing from the north;3;;;;Few clouds (10-30%) 1800 m, overcast (100%) 3000 m;16.0;23.0
26.01.2022 21:53;23.0;763.1;763.3;100;Wind blowing from the north-west;3;;;;Few clouds (10-30%) 1800 m, broken clouds (60-90%) 3300 m;16.0;23.0
26.01.2022 20:53;23.0;762.6;762.8;100;Wind blowing from the north-west;3;;;;Scattered clouds (40-50%) 3600 m;16.0;23.0
26.01.2022 19:53;24.0;762.3;762.5;94;Wind blowing from the north-west;3;;;;Broken clouds (60-90%) 3600 m;16.0;23.0
26.01.2022 18:53;24.0;762.1;762.3;94;Wind blowing from the west-northwest;4;;;;No clouds;16.0;23.0
26.01.2022 17:53;24.0;761.8;762.0;89;Wind blowing from the west;4;;;;No clouds;16.0;22.0
26.01.2022 16:53;24.0;761.3;761.5;94;Wind blowing from the west-southwest;3;;;;Few clouds (10-30%) 3600 m;16.0;23.0
26.01.2022 15:53;25.0;761.0;761.2;89;Wind blowing from the west-southwest;4;;;;No clouds;16.0;23.0
26.01.2022 14:53;26.0;761.0;761.2;84;Wind blowing from the west;4;;;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 3000 m;16.0;23.0
26.01.2022 13:53;26.0;761.3;761.5;84;Wind blowing from the west-southwest;4;;;;No clouds;14.апр;23.0
26.01.2022 12:53;25.0;761.8;762.0;89;Wind blowing from the west-southwest;4;;;;No clouds;16.0;23.0
26.01.2022 11:53;25.0;762.3;762.5;89;Wind blowing from the south-west;4;;;;No clouds;16.0;23.0
26.01.2022 10:53;25.0;762.3;762.5;89;Wind blowing from the south-west;4;;;;No clouds;16.0;23.0
26.01.2022 9:53;25.0;762.3;762.5;89;Wind blowing from the south-southwest;5;;;;Scattered clouds (40-50%) 510 m;16.0;23.0
26.01.2022 9:06;24.0;762.1;762.3;94;Wind blowing from the south-southwest;5;;;;Scattered clouds (40-50%) 480 m;16.0;23.0
26.01.2022 8:53;24.0;762.1;762.3;89;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 660 m;16.0;22.0
26.01.2022 7:53;23.0;761.8;762.0;89;Wind blowing from the south-west;4;;;;Scattered clouds (40-50%) 540 m;16.0;21.0
26.01.2022 7:07;23.0;761.0;761.2;89;Wind blowing from the south-west;6;;;;Scattered clouds (40-50%) 540 m;16.0;21.0
26.01.2022 6:53;23.0;761.0;761.2;;Wind blowing from the south-west;6;11;;;Broken clouds (60-90%) 540 m;16.0;
26.01.2022 6:39;24.0;761.0;761.2;;Wind blowing from the south-southwest;6;;;;Broken clouds (60-90%) 540 m;16.0;
26.01.2022 5:53;24.0;760.5;760.7;;Wind blowing from the south;5;;;;No clouds;16.0;
26.01.2022 4:53;24.0;760.0;760.2;;Wind blowing from the south;6;;;;No clouds;16.0;
26.01.2022 3:53;23.0;760.8;761.0;94;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 2400 m;16.0;22.0
26.01.2022 3:15;23.0;761.3;761.5;94;Wind blowing from the south-southwest;4;;Light rain;;Scattered clouds (40-50%) 720 m, overcast (100%) 1380 m;16.0;22.0
26.01.2022 2:53;23.0;761.3;761.5;94;Wind blowing from the south-southwest;2;;Light rain;;Broken clouds (60-90%) 720 m, broken clouds (60-90%) 840 m, overcast (100%) 1500 m;16.0;22.0
26.01.2022 1:53;23.0;761.3;761.5;94;Wind blowing from the south-west;2;;Light rain;;Broken clouds (60-90%) 600 m, overcast (100%) 840 m;11.фев;22.0
26.01.2022 1:30;23.0;761.0;761.2;94;Wind blowing from the south;3;;Light rain;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2700 m, broken clouds (60-90%) 3600 m;11.фев;22.0
26.01.2022 0:53;24.0;760.0;760.2;83;Wind blowing from the south-southeast;8;11;Light rain;;Scattered clouds (40-50%) 3300 m;16.0;21.0
26.01.2022 0:11;23.0;760.8;761.0;89;Wind blowing from the south-southeast;7;;;;Scattered clouds (40-50%) 780 m;16.0;21.0
25.01.2022 23:53;23.0;761.0;761.2;89;Wind blowing from the south-southeast;6;;;;Broken clouds (60-90%) 780 m;16.0;21.0
25.01.2022 23:19;23.0;761.5;761.7;89;Wind blowing from the south-east;5;;;;Broken clouds (60-90%) 810 m;16.0;21.0
25.01.2022 22:53;23.0;761.3;761.5;89;Wind blowing from the south-east;5;;;;Scattered clouds (40-50%) 780 m;16.0;21.0
25.01.2022 22:42;23.0;761.5;761.7;89;Wind blowing from the south-east;5;;;;Broken clouds (60-90%) 780 m, broken clouds (60-90%) 960 m;16.0;21.0
25.01.2022 22:35;23.0;761.5;761.7;89;Wind blowing from the south-east;4;;;;Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 900 m;16.0;21.0
25.01.2022 22:24;23.0;761.5;761.7;89;Wind blowing from the south-east;4;;;;Broken clouds (60-90%) 870 m;16.0;21.0
25.01.2022 21:53;23.0;761.5;761.7;89;Wind blowing from the south-east;5;;;;No clouds;16.0;21.0
25.01.2022 20:53;22.0;761.8;762.0;88;Wind blowing from the east;3;;;;Scattered clouds (40-50%) 3000 m;16.0;20.0
25.01.2022 20:30;22.0;761.8;762.0;83;Wind blowing from the east-northeast;3;;;;Few clouds (10-30%) 90 m, broken clouds (60-90%) 3300 m;16.0;19.0
25.01.2022 19:53;22.0;761.8;762.0;88;Wind blowing from the east;3;;;;No clouds;16.0;20.0
25.01.2022 18:53;23.0;761.3;761.5;78;Wind blowing from the east-southeast;3;;;;No clouds;16.0;19.0
25.01.2022 17:53;23.0;760.3;760.5;78;Wind blowing from the south-east;5;9;;;No clouds;16.0;19.0
25.01.2022 16:53;24.0;760.5;760.7;69;Wind blowing from the east-southeast;4;;;;No clouds;16.0;18.0
25.01.2022 15:53;24.0;760.5;760.7;69;Wind blowing from the south-east;4;;;;Scattered clouds (40-50%) 3600 m;16.0;18.0
25.01.2022 14:53;23.0;760.3;760.5;69;Wind blowing from the east;5;;;;No clouds;16.0;17.0
25.01.2022 13:53;23.0;760.5;760.7;69;Wind blowing from the east;5;;;;Few clouds (10-30%) 3600 m;16.0;17.0
25.01.2022 12:53;22.0;761.3;761.5;69;Wind blowing from the east;4;;;;Broken clouds (60-90%) 3600 m;16.0;16.0
25.01.2022 11:53;21.0;761.8;762.0;69;Wind blowing from the east;5;;;;No clouds;16.0;15.0
25.01.2022 10:53;21.0;762.3;762.5;64;Wind blowing from the east;5;;;;No clouds;16.0;14.0
25.01.2022 9:53;19.0;762.3;762.5;68;Wind blowing from the east;4;;;;No clouds;16.0;13.0
25.01.2022 8:53;18.0;762.3;762.5;68;Wind blowing from the east-northeast;4;;;;No clouds;16.0;12.0
25.01.2022 7:53;17.0;762.1;762.3;73;Wind blowing from the north-northeast;2;;;;No clouds;16.0;12.0
25.01.2022 6:53;14.0;761.8;762.0;88;Wind blowing from the north-northeast;2;;;;No clouds;16.0;12.0
25.01.2022 5:53;14.0;761.3;761.5;82;Wind blowing from the north-northeast;2;;;;No clouds;16.0;11.0
25.01.2022 4:53;15.0;761.0;761.2;68;Wind blowing from the east-northeast;2;;;;No clouds;16.0;9.0
25.01.2022 3:53;15.0;760.5;760.7;72;Wind blowing from the east-northeast;2;;;;No clouds;16.0;10.0
25.01.2022 2:53;15.0;761.0;761.2;72;Wind blowing from the east-northeast;2;;;;No clouds;16.0;10.0
25.01.2022 1:53;13.0;761.5;761.7;94;Wind blowing from the east;2;;;;No clouds;16.0;12.0
25.01.2022 0:53;15.0;761.8;762.0;82;Wind blowing from the east-northeast;2;;;;No clouds;16.0;12.0
24.01.2022 23:53;15.0;762.3;762.5;82;Wind blowing from the east-northeast;2;;;;No clouds;16.0;12.0
24.01.2022 22:53;14.0;762.6;762.8;88;Wind blowing from the east-northeast;2;;;;No clouds;16.0;12.0
24.01.2022 21:53;15.0;762.8;763.0;82;Calm, no wind;0;;;;No clouds;16.0;12.0
24.01.2022 20:53;16.0;762.6;762.8;77;Calm, no wind;0;;;;No clouds;16.0;12.0
24.01.2022 19:53;16.0;762.6;762.8;77;Wind blowing from the north;2;;;;No clouds;16.0;12.0
24.01.2022 18:53;16.0;762.3;762.5;77;Wind blowing from the north-northeast;3;;;;No clouds;16.0;12.0
24.01.2022 17:53;16.0;761.5;761.7;72;Wind blowing from the north;3;;;;No clouds;16.0;11.0
24.01.2022 16:53;17.0;761.5;761.7;68;Wind blowing from the north;3;;;;No clouds;16.0;11.0
24.01.2022 15:53;17.0;761.5;761.7;68;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 600 m;16.0;11.0
24.01.2022 14:53;18.0;761.8;762.0;68;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 570 m;16.0;12.0
24.01.2022 13:53;18.0;762.1;762.3;68;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 570 m;16.0;12.0
24.01.2022 12:53;18.0;762.6;762.8;68;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 510 m;16.0;12.0
24.01.2022 12:14;18.0;763.1;763.3;73;Wind blowing from the north-northeast;5;;;;Scattered clouds (40-50%) 510 m;16.0;13.0
24.01.2022 12:00;17.0;763.3;763.5;77;Wind blowing from the north-northeast;4;;;;Broken clouds (60-90%) 510 m;16.0;13.0
24.01.2022 11:53;17.0;763.3;763.5;77;Wind blowing from the north-east;5;;;;Scattered clouds (40-50%) 600 m;16.0;13.0
24.01.2022 10:53;18.0;763.6;763.8;73;Wind blowing from the north;6;;;;Scattered clouds (40-50%) 600 m;16.0;13.0
24.01.2022 9:53;18.0;763.6;763.8;73;Wind blowing from the north-northeast;5;;;;Scattered clouds (40-50%) 900 m;16.0;13.0
24.01.2022 8:53;18.0;763.3;763.5;73;Wind blowing from the north;3;;;;No clouds;16.0;13.0
24.01.2022 7:53;16.0;762.8;763.0;83;Wind blowing from the north-northeast;4;;;;Few clouds (10-30%) 780 m;16.0;13.0
24.01.2022 6:53;15.0;762.6;762.8;88;Wind blowing from the north;4;;;;No clouds;16.0;13.0
24.01.2022 5:53;15.0;762.1;762.3;88;Wind blowing from the north;3;;;;Few clouds (10-30%) 540 m;16.0;13.0
24.01.2022 4:53;15.0;761.8;762.0;88;Wind blowing from the north;3;;;;Few clouds (10-30%) 510 m;16.0;13.0
24.01.2022 3:53;16.0;761.8;762.0;83;Wind blowing from the north;5;;;;Few clouds (10-30%) 510 m, scattered clouds (40-50%) 960 m;16.0;13.0
24.01.2022 2:53;17.0;761.8;762.0;73;Wind blowing from the north-northwest;3;;;;Broken clouds (60-90%) 1050 m;16.0;12.0
24.01.2022 1:53;17.0;762.1;762.3;73;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 960 m;16.0;12.0
24.01.2022 0:53;17.0;762.3;762.5;73;Wind blowing from the north-northwest;5;;;;Few clouds (10-30%) 1080 m;16.0;12.0
23.01.2022 23:53;18.0;762.6;762.8;73;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 1080 m;16.0;13.0
23.01.2022 22:53;18.0;762.8;763.0;68;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 1110 m;16.0;12.0
23.01.2022 21:53;18.0;763.1;763.3;68;Wind blowing from the north-west;6;9;;;Few clouds (10-30%) 1200 m;16.0;12.0
23.01.2022 20:53;18.0;762.8;763.0;68;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 1200 m;16.0;12.0
23.01.2022 19:53;18.0;762.6;762.8;73;Wind blowing from the north-west;5;10;;;Broken clouds (60-90%) 1230 m;16.0;13.0
23.01.2022 18:53;18.0;762.3;762.5;73;Wind blowing from the north-west;6;;;;Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m;16.0;13.0
23.01.2022 17:53;18.0;762.3;762.5;78;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1080 m;16.0;14.0
23.01.2022 16:53;20.0;762.3;762.5;69;Wind blowing from the north-west;6;10;;;Scattered clouds (40-50%) 870 m;16.0;14.0
23.01.2022 15:53;21.0;762.1;762.3;64;Wind blowing from the north-northwest;6;10;;;Scattered clouds (40-50%) 750 m;16.0;14.0
23.01.2022 15:14;20.0;762.6;762.8;69;Wind blowing from the north-northwest;5;10;;;Scattered clouds (40-50%) 750 m;16.0;14.0
23.01.2022 14:53;20.0;762.6;762.8;73;Wind blowing from the north-northwest;7;11;;;Broken clouds (60-90%) 690 m;16.0;15.0
23.01.2022 13:53;21.0;763.1;763.3;73;Wind blowing from the north-northwest;8;11;;;Scattered clouds (40-50%) 750 m;16.0;16.0
23.01.2022 12:53;19.0;763.6;763.8;83;Wind blowing from the north-northwest;7;11;;;Broken clouds (60-90%) 600 m, overcast (100%) 780 m;16.0;16.0
23.01.2022 11:53;19.0;764.3;764.5;83;Wind blowing from the north;4;;;;Overcast (100%) 570 m;16.0;16.0
23.01.2022 10:53;19.0;764.6;764.8;83;Wind blowing from the north;5;;;;Overcast (100%) 690 m;16.0;16.0
23.01.2022 9:53;19.0;764.6;764.8;83;Wind blowing from the north;4;;;;Overcast (100%) 570 m;16.0;16.0
23.01.2022 8:53;18.0;764.6;764.8;94;Wind blowing from the north;5;;;;Overcast (100%) 450 m;16.0;17.0
23.01.2022 8:22;18.0;764.3;764.5;94;Wind blowing from the north;5;;;;Overcast (100%) 480 m;16.0;17.0
23.01.2022 7:53;18.0;764.3;764.5;94;Wind blowing from the north;5;;;;Overcast (100%) 420 m;16.0;17.0
23.01.2022 6:53;19.0;763.8;764.0;88;Wind blowing from the north;5;9;;;Overcast (100%) 390 m;16.0;17.0
23.01.2022 5:53;19.0;763.3;763.5;88;Wind blowing from the north;5;;;;Overcast (100%) 360 m;16.0;17.0
23.01.2022 4:53;19.0;763.1;763.3;88;Wind blowing from the north;5;;;;Overcast (100%) 390 m;16.0;17.0
23.01.2022 3:53;19.0;762.8;763.0;94;Wind blowing from the north;5;;;;Overcast (100%) 420 m;16.0;18.0
23.01.2022 2:53;19.0;762.8;763.0;94;Wind blowing from the north;5;;;;Overcast (100%) 390 m;16.0;18.0
23.01.2022 1:53;20.0;763.3;763.5;94;Wind blowing from the north-northeast;4;;;;Overcast (100%) 390 m;16.0;19.0
23.01.2022 0:53;20.0;763.3;763.5;94;Wind blowing from the north-northeast;4;;;;Overcast (100%) 330 m;16.0;19.0
22.01.2022 23:53;20.0;763.8;764.0;94;Wind blowing from the north-northeast;5;;;;Overcast (100%) 330 m;16.0;19.0
22.01.2022 22:53;21.0;764.3;764.5;88;Wind blowing from the north;5;;;;Broken clouds (60-90%) 300 m, overcast (100%) 2250 m;16.0;19.0
22.01.2022 22:28;21.0;764.1;764.3;88;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 300 m, overcast (100%) 2100 m;16.0;19.0
22.01.2022 21:53;21.0;764.1;764.3;94;Wind blowing from the north-northeast;4;;;;Broken clouds (60-90%) 270 m;16.0;20.0
22.01.2022 21:22;21.0;763.8;764.0;94;Wind blowing from the north;6;;;;Broken clouds (60-90%) 240 m, broken clouds (60-90%) 3000 m;16.0;20.0
22.01.2022 20:53;20.0;763.6;763.8;100;Wind blowing from the north-northeast;5;;;;Scattered clouds (40-50%) 270 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m;16.0;20.0
22.01.2022 19:53;21.0;764.1;764.3;94;Wind blowing from the north;6;9;Light rain;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 720 m, overcast (100%) 3300 m;16.0;20.0
22.01.2022 19:37;21.0;763.8;764.0;94;Wind blowing from the north;6;9;Light rain;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 2400 m, broken clouds (60-90%) 3600 m;16.0;20.0
22.01.2022 19:23;21.0;763.8;764.0;94;Wind blowing from the north;5;9;Light rain;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 3000 m, broken clouds (60-90%) 3600 m;16.0;20.0
22.01.2022 19:15;21.0;763.6;763.8;94;Wind blowing from the north;5;9;Light rain;;Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 2700 m, overcast (100%) 3300 m;11.фев;20.0
22.01.2022 18:53;21.0;763.6;763.8;94;Wind blowing from the north;7;10;;;Broken clouds (60-90%) 330 m, broken clouds (60-90%) 1800 m, overcast (100%) 3000 m;16.0;20.0
22.01.2022 18:09;21.0;763.3;763.5;94;Wind blowing from the north;6;;Light rain;;Broken clouds (60-90%) 300 m, broken clouds (60-90%) 1800 m, overcast (100%) 3000 m;14.апр;20.0
22.01.2022 18:00;21.0;763.3;763.5;94;Wind blowing from the north;5;9;Light rain;;Scattered clouds (40-50%) 330 m, broken clouds (60-90%) 1800 m, broken clouds (60-90%) 2700 m;12.авг;20.0
22.01.2022 17:53;21.0;763.3;763.5;94;Wind blowing from the north;5;;Light rain;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 1800 m;14.апр;20.0
22.01.2022 17:16;22.0;763.1;763.3;88;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 1800 m;16.0;20.0
22.01.2022 17:15;22.0;763.1;763.3;88;Wind blowing from the north;5;;;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 1800 m;16.0;20.0
22.01.2022 16:53;22.0;763.3;763.5;94;Wind blowing from the north;5;;;;Broken clouds (60-90%) 330 m, overcast (100%) 660 m;16.0;21.0
22.01.2022 15:53;23.0;763.1;763.3;89;Wind blowing from the north;6;;;;Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 540 m;16.0;21.0
22.01.2022 15:06;23.0;762.8;763.0;94;Wind blowing from the north;5;;;;Few clouds (10-30%) 210 m, scattered clouds (40-50%) 3600 m;16.0;22.0
22.01.2022 14:53;24.0;762.8;763.0;89;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 3600 m;16.0;22.0
22.01.2022 13:59;25.0;763.1;763.3;83;Wind blowing from the north;3;;;;No clouds;16.0;22.0
22.01.2022 13:53;25.0;763.1;763.3;83;Wind blowing from the north;2;;;;No clouds;16.0;22.0
22.01.2022 12:53;26.0;763.6;763.8;79;Wind blowing from the north-northeast;2;;;;No clouds;16.0;22.0
